value,emory_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability
2.0,,3.4993543691188975e-6,,,
3.0,0.007214653051672669,0.020044301826313046,0.004925170981788061,,
4.0,0.01766562594535357,0.02987048889479891,0.00760043431053203,,7.792592361700967e-6
5.0,0.0313871654518576,0.043077052283853626,0.011305506117286231,0.004710372864868866,0.02442198446157083
6.0,0.05015439585842385,0.05975847456144341,0.019409651096410224,0.020231870879745397,0.036531672991654135
7.0,0.07199812784319545,0.0786059971935178,0.02748021536429475,0.03946985837161723,0.050332354064226544
8.0,0.0961763480385162,0.10022150913156523,0.03802455869348646,0.0622340172449341,0.06583182027164977
9.0,0.12243220566327434,0.12363568921533977,0.04962109764151471,0.0884979144308696,0.0838015382577322
10.0,0.14949857019731846,0.1489745142021297,0.06294144643316879,0.11624735008485015,0.10333756730851652
11.0,0.17666767504380732,0.175412136460823,0.07709011943539631,0.14534487224897835,0.12387884077396027
12.0,0.20287787030747892,0.20137034717094696,0.09301857013331542,0.17575347462689722,0.14532405495336134
13.0,0.22901957202952072,0.22738104819660773,0.11015592643585524,0.20490914954244357,0.1677511357703367
14.0,0.2553039686299579,0.25278986027078004,0.12811041337855536,0.23413355043693862,0.18990547585465256
15.0,0.27984177991883513,0.27717336151480054,0.14618802959580018,0.2628874427063233,0.211810452983394
16.0,0.3033464802881295,0.3004055751713809,0.16391864513023718,0.2906897444979567,0.23271797828983767
17.0,0.32662857664712697,0.32354680561436416,0.18286935983970806,0.31666287792680153,0.25449048134843016
18.0,0.34907162712115936,0.3449768517708483,0.20164097742256848,0.34110289336371374,0.27440055483257614
19.0,0.37064709273454755,0.3652416129224158,0.21942756080907128,0.3647552033495985,0.2935157838958286
20.0,0.3898481155714359,0.3841591226418726,0.23657611068202425,0.38720216539699825,0.31216345741737905
21.0,0.4078162546589878,0.40287366980792044,0.2546873076105085,0.40834862045813797,0.33014096799582315
22.0,0.4258015171319471,0.420107990075831,0.27151124394148,0.4283425937184455,0.3465287897324803
23.0,0.443050474032386,0.43635199305728095,0.28822324456831994,0.4467611560766982,0.36224644852603116
24.0,0.45901517702726613,0.4523300451066778,0.3034576939006235,0.46469334996854467,0.3773095295611991
25.0,0.47424357444962584,0.46724429342786256,0.31934137031688997,0.48176382581664967,0.39151542543657997
26.0,0.488461692132946,0.48165463471989417,0.3340833025510147,0.49772939938781013,0.4046069806042376
27.0,0.5019720432194248,0.4951761400021696,0.3484110726798527,0.5126006439095566,0.4176206098482782
28.0,0.5150714330561248,0.5078228066921653,0.3620896157247277,0.526837494779469,0.4304550094679997
29.0,0.5273431925981312,0.5199585676442696,0.3748167052844846,0.5403500795635372,0.44208934986401927
30.0,0.5391526207341366,0.5317933841206297,0.3872863427247389,0.5532441305370671,0.45320937916416654
31.0,0.550117295190041,0.5427708587765557,0.3985470745603725,0.5649592666409384,0.4641112158781862
32.0,0.5603970342296475,0.5535103773353817,0.41030032349418494,0.5764576515804332,0.4747870674137165
33.0,0.5705512017762658,0.5636550056514573,0.42032976258437155,0.586956866518289,0.4846135263818214
34.0,0.5799918949309072,0.5734322017587755,0.43072858949819226,0.5971494578577584,0.4942763409103306
35.0,0.5886563279470773,0.5823730521718743,0.43994089794821856,0.6067288020004546,0.5086380886329456
36.0,0.5974977026124578,0.5910689477791348,0.4493882713769211,0.6162869996880898,0.5174826809634762
37.0,0.6055456937539598,0.5998733233718379,0.45834312770744484,0.6247667281676068,0.525851925159943
38.0,0.6138448278814377,0.6077713661829393,0.46658159553152667,0.6331512975993487,0.5335354212285801
39.0,0.6210252341622955,0.6154419509600478,0.4752789997425479,0.6413349757080098,0.5411098210041535
40.0,0.6280058676133996,0.623011054460452,0.48293540190514567,0.6491168711705092,0.5488478652193225
41.0,0.635134903738035,0.6306431463395004,0.49032315837782775,0.6571049445698547,0.5563755094407257
42.0,0.6420755826231885,0.637372404791316,0.49756539843513886,0.6643000259044074,0.562804398139129
43.0,0.648388404043402,0.6441471548499302,0.5048412192036894,0.6714686741701338,0.5692722497993408
44.0,0.6543701733457383,0.6505544726997868,0.5115237807403428,0.6781773870382803,0.5760206347845738
45.0,0.6605402998875565,0.6566468486564229,0.5183518586923671,0.684775081017356,0.5819430049794665
46.0,0.6661453547109287,0.6623053046712881,0.5248441295319968,0.6907859608684849,0.5878809603590827
47.0,0.6715962990656339,0.6681912187201461,0.531078948252124,0.6967756942645528,0.5938578787005073
48.0,0.6769445031078944,0.6735522296136363,0.5369555727190302,0.7025751095650703,0.5996088118634426
49.0,0.682070103139858,0.6788397540653749,0.5427762293338706,0.7077242713724577,0.6048766042999525
50.0,0.6870073459323398,0.6840048011141945,0.5480819817097059,0.7131959166195277,0.6107444263483133
51.0,0.6916420755826231,0.6891593500999066,0.5535220569304992,0.7182181996965483,0.6157862336063338
52.0,0.6961512337399186,0.6943418939205717,0.5591748099891423,0.7230818843606105,0.6205630927240565
53.0,0.7002094760814845,0.6991535061781101,0.5639992388372119,0.7277763973841835,0.6253009888799707
54.0,0.7043704587354951,0.7038741352220516,0.5688796355373473,0.7322118663332575,0.6300856405900551
55.0,0.7082802984035297,0.7084302946106443,0.5739279357936801,0.7365786093033829,0.6345819663827565
56.0,0.7121444757104778,0.7128709753050562,0.5784725253814209,0.7409242058184471,0.6390393292136495
57.0,0.7157689256217216,0.7168357438052679,0.582826824272138,0.7451429236031445,0.6435434475987126
