value,emory_probability,jhu_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,sunnybrook_probability,ucmc_probability,ucsf_probability,umn_probability,upenn_probability
1168,,0.8909138932910724,,,,,,,,,
1185.8,,,,,,,,0.8852675528289026,,,
1209,,,,,,,,,0.895457707981314,,
1236.8,,,,,0.9027245973228696,,,,,,
1355.8,,,,,,,0.9234135667396062,,,,
1360.4,,,,,,0.923651350689627,,,,,
1405,,,,,,,,,,0.9276310623707698,
1457,,,,,,,,,,,0.9306968333230586
1541,,,,,,,,0.9236111111111112,,,
1573,,0.9271958891610239,,,,,,,,,
1645,,,,,,,,,0.9303051386542093,,
1672,,,,,0.9352235688744027,,,,,,
1782.6,0.9639017706576728,,,,,,,,,,
1877.6,,,0.9657906258505011,,,,,,,,
2072,,,,0.9645202005581353,,,,,,,
2176,,,,,,,,,,0.9638024445782186,
2236.6,,,,,,0.9618052721782421,,,,,
2246,,,,,,,0.9606126914660832,,,,
2332.2,,,,,,,,0.9617416496250852,,,
2372.4,,,,,,,,,,,0.9653432792881655
2580,,0.963597944580512,,,,,,,,,
2583.6,,,,,0.9675643175848866,,,,,,
2700,,,,,,,,,0.9781731438226816,,
3728,1.0,,,,,,,,,,
9138,,,,,,1.0,,,,,
9392,,,,,,,1.0,,,,
9543,,,,,,,,,1.0,,
9920,,,,,1.0,,,,,,
9980,,1.0,,,,,,1.0,,,
9991,,,,,,,,,,,1.0
10000,,,1.0,1.0,,,,,,1.0,
