data_type,category,reference_unit,emory__total_number_of_stays,jhu__total_number_of_stays,mimic__total_number_of_stays,nu__total_number_of_stays,ohsu__total_number_of_stays,rush__total_number_of_stays,sunnybrook__total_number_of_stays,ucmc__total_number_of_stays,umn__total_number_of_stays,upenn__total_number_of_stays,all__total_number_of_stays,emory__total_observations,jhu__total_observations,mimic__total_observations,nu__total_observations,ohsu__total_observations,rush__total_observations,sunnybrook__total_observations,ucmc__total_observations,umn__total_observations,upenn__total_observations,all__total_observations,emory__total_distinct_observations,jhu__total_distinct_observations,mimic__total_distinct_observations,nu__total_distinct_observations,ohsu__total_distinct_observations,rush__total_distinct_observations,sunnybrook__total_distinct_observations,ucmc__total_distinct_observations,umn__total_distinct_observations,upenn__total_distinct_observations,all__total_distinct_observations,emory__mean_icu_los_days,jhu__mean_icu_los_days,mimic__mean_icu_los_days,nu__mean_icu_los_days,ohsu__mean_icu_los_days,rush__mean_icu_los_days,sunnybrook__mean_icu_los_days,ucmc__mean_icu_los_days,umn__mean_icu_los_days,upenn__mean_icu_los_days,all__mean_icu_los_days,emory__mean_icu_los_hours,jhu__mean_icu_los_hours,mimic__mean_icu_los_hours,nu__mean_icu_los_hours,ohsu__mean_icu_los_hours,rush__mean_icu_los_hours,sunnybrook__mean_icu_los_hours,ucmc__mean_icu_los_hours,umn__mean_icu_los_hours,upenn__mean_icu_los_hours,all__mean_icu_los_hours,emory__whole_stay_mean,jhu__whole_stay_mean,mimic__whole_stay_mean,nu__whole_stay_mean,ohsu__whole_stay_mean,rush__whole_stay_mean,sunnybrook__whole_stay_mean,ucmc__whole_stay_mean,umn__whole_stay_mean,upenn__whole_stay_mean,all__whole_stay_mean,emory__whole_stay_median,jhu__whole_stay_median,mimic__whole_stay_median,nu__whole_stay_median,ohsu__whole_stay_median,rush__whole_stay_median,sunnybrook__whole_stay_median,ucmc__whole_stay_median,umn__whole_stay_median,upenn__whole_stay_median,all__whole_stay_median,emory__whole_stay_iqr,jhu__whole_stay_iqr,mimic__whole_stay_iqr,nu__whole_stay_iqr,ohsu__whole_stay_iqr,rush__whole_stay_iqr,sunnybrook__whole_stay_iqr,ucmc__whole_stay_iqr,umn__whole_stay_iqr,upenn__whole_stay_iqr,all__whole_stay_iqr,emory__first_24hr_mean,jhu__first_24hr_mean,mimic__first_24hr_mean,nu__first_24hr_mean,ohsu__first_24hr_mean,rush__first_24hr_mean,sunnybrook__first_24hr_mean,ucmc__first_24hr_mean,umn__first_24hr_mean,upenn__first_24hr_mean,all__first_24hr_mean,emory__first_24hr_median,jhu__first_24hr_median,mimic__first_24hr_median,nu__first_24hr_median,ohsu__first_24hr_median,rush__first_24hr_median,sunnybrook__first_24hr_median,ucmc__first_24hr_median,umn__first_24hr_median,upenn__first_24hr_median,all__first_24hr_median,emory__first_24hr_iqr,jhu__first_24hr_iqr,mimic__first_24hr_iqr,nu__first_24hr_iqr,ohsu__first_24hr_iqr,rush__first_24hr_iqr,sunnybrook__first_24hr_iqr,ucmc__first_24hr_iqr,umn__first_24hr_iqr,upenn__first_24hr_iqr,all__first_24hr_iqr,emory__first_48hr_mean,jhu__first_48hr_mean,mimic__first_48hr_mean,nu__first_48hr_mean,ohsu__first_48hr_mean,rush__first_48hr_mean,sunnybrook__first_48hr_mean,ucmc__first_48hr_mean,umn__first_48hr_mean,upenn__first_48hr_mean,all__first_48hr_mean,emory__first_48hr_median,jhu__first_48hr_median,mimic__first_48hr_median,nu__first_48hr_median,ohsu__first_48hr_median,rush__first_48hr_median,sunnybrook__first_48hr_median,ucmc__first_48hr_median,umn__first_48hr_median,upenn__first_48hr_median,all__first_48hr_median,emory__first_48hr_iqr,jhu__first_48hr_iqr,mimic__first_48hr_iqr,nu__first_48hr_iqr,ohsu__first_48hr_iqr,rush__first_48hr_iqr,sunnybrook__first_48hr_iqr,ucmc__first_48hr_iqr,umn__first_48hr_iqr,upenn__first_48hr_iqr,all__first_48hr_iqr,emory__first_72hr_mean,jhu__first_72hr_mean,mimic__first_72hr_mean,nu__first_72hr_mean,ohsu__first_72hr_mean,rush__first_72hr_mean,sunnybrook__first_72hr_mean,ucmc__first_72hr_mean,umn__first_72hr_mean,upenn__first_72hr_mean,all__first_72hr_mean,emory__first_72hr_median,jhu__first_72hr_median,mimic__first_72hr_median,nu__first_72hr_median,ohsu__first_72hr_median,rush__first_72hr_median,sunnybrook__first_72hr_median,ucmc__first_72hr_median,umn__first_72hr_median,upenn__first_72hr_median,all__first_72hr_median,emory__first_72hr_iqr,jhu__first_72hr_iqr,mimic__first_72hr_iqr,nu__first_72hr_iqr,ohsu__first_72hr_iqr,rush__first_72hr_iqr,sunnybrook__first_72hr_iqr,ucmc__first_72hr_iqr,umn__first_72hr_iqr,upenn__first_72hr_iqr,all__first_72hr_iqr
respiratory_support,pressure_support_set,nan,11874.0,21199.0,17410.0,21817.0,10471.0,6474.0,11116.0,9518.0,28497.0,37287.0,175663,98150.0,333391.0,256078.0,180558.0,1121104.0,162772.0,2438416.0,354635.0,374902.0,5769718.0,11089724,98150.0,333391.0,256078.0,180558.0,1121104.0,162772.0,2438416.0,354635.0,374902.0,5769718.0,11089724,18.76,19.2,13.07,16.16,17.27,16.28,23.46,17.54,14.57,16.21,16.756346,450.14,460.72,313.7,387.95,414.56,390.72,562.96,420.97,349.67,389.01,402.14379,8.27,15.73,14.71,8.28,107.07,25.14,219.36,37.26,13.16,154.74,63.133089,3.0,5.0,4.0,2.0,33.0,5.0,76.0,7.0,4.0,32.0,16.23232,7.0,13.0,15.0,4.0,108.0,21.0,243.0,23.0,9.0,121.0,243.0,0.91,1.85,1.91,1.09,17.89,1.87,23.22,2.74,1.44,20.4,7.926388,0.0,1.0,1.0,1.0,13.0,1.0,28.0,1.0,1.0,15.0,6.327975,1.0,3.0,3.0,2.0,16.0,2.0,19.0,3.0,2.0,29.0,29.0,1.43,2.89,3.17,1.63,28.47,3.54,39.87,5.55,2.28,31.12,12.58881,1.0,2.0,2.0,1.0,19.0,1.0,49.0,2.0,1.0,18.0,8.992873,2.0,3.0,3.0,2.0,32.0,4.0,47.0,5.0,3.0,46.0,47.0,1.92,3.8,4.28,2.03,36.54,5.07,53.78,7.73,3.0,39.92,16.411947,1.0,2.0,2.0,1.0,23.0,2.0,57.0,3.0,2.0,20.0,10.415341,3.0,4.0,5.0,1.0,45.0,5.0,75.0,6.0,3.0,55.0,75.0
respiratory_support,flow_rate_set,nan,1714.0,38.0,8825.0,,40.0,1369.0,11091.0,11742.0,4316.0,50004.0,89139,13955.0,148.0,211344.0,,9649.0,14963.0,2334185.0,670709.0,61067.0,3514213.0,6830233,13955.0,148.0,211344.0,,9649.0,14963.0,2334185.0,670709.0,61067.0,3514213.0,6830233,21.0,11.07,14.17,,18.23,19.56,23.45,15.08,11.17,14.55,15.727044,503.91,265.63,340.16,,437.54,469.54,562.89,361.81,268.15,349.14,377.42321,8.14,3.89,23.95,,241.22,10.93,210.46,57.12,14.15,70.28,76.625696,3.0,2.0,7.0,,178.5,3.0,72.0,13.0,5.0,36.0,31.985573,7.0,3.0,24.0,,378.75,14.0,232.0,42.0,13.0,63.0,378.75,1.52,1.45,3.86,,31.55,1.74,22.84,7.88,3.75,9.8,10.011763,1.0,1.0,4.0,,29.5,1.0,28.0,5.0,3.0,8.0,9.219747,2.0,1.0,5.0,,27.25,3.0,19.0,4.0,5.0,17.0,27.25,2.32,1.95,6.23,,54.62,3.16,39.13,13.54,5.68,17.11,17.260705,1.0,1.0,5.0,,49.0,1.0,48.0,8.0,4.0,14.0,15.625372,3.0,2.0,9.0,,50.75,5.0,47.0,9.0,9.0,26.0,50.75,2.92,2.53,8.16,,73.82,4.25,52.66,17.78,7.09,22.78,22.979846,2.0,1.0,5.0,,71.5,1.0,56.0,9.0,4.0,19.0,19.586646,4.0,2.0,13.0,,80.25,6.0,75.0,14.0,11.0,32.0,80.25
respiratory_support,peak_inspiratory_pressure_set,nan,4451.0,7156.0,866.0,4989.0,1749.0,4874.0,1215.0,2097.0,13585.0,3650.0,44632,32551.0,107328.0,3923.0,107566.0,189060.0,124165.0,5166.0,22774.0,131167.0,361213.0,1084913,32551.0,107328.0,3923.0,107566.0,189060.0,124165.0,5166.0,22774.0,131167.0,361213.0,1084913,18.48,23.74,18.64,27.14,19.61,17.02,33.56,20.49,16.32,29.59,20.935397,443.41,569.8,447.35,651.25,470.62,408.38,805.38,491.84,391.63,710.24,502.414216,7.31,15.0,4.53,21.56,108.1,25.47,4.25,10.86,9.66,98.96,24.308626,4.0,5.0,3.0,7.0,47.0,11.0,2.0,5.0,4.0,6.0,7.081847,6.0,11.0,4.0,19.0,107.0,26.0,4.0,11.0,8.0,33.0,107.0,0.96,1.38,0.61,1.14,8.36,2.79,0.66,1.16,1.24,5.92,2.022582,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.375157,2.0,2.0,1.0,2.0,13.0,5.0,1.0,1.0,2.0,3.0,13.0,1.63,2.29,1.08,2.06,15.83,4.85,1.17,2.11,2.1,10.15,3.531161,1.0,1.0,0.0,1.0,9.0,3.0,0.0,0.0,1.0,0.0,1.356516,3.0,3.0,1.0,3.0,25.0,9.0,1.0,3.0,3.0,5.0,25.0,2.24,3.11,1.47,2.92,22.63,6.54,1.56,2.95,2.86,13.75,4.854012,1.0,1.0,1.0,1.0,14.0,4.0,1.0,1.0,1.0,1.0,1.837045,3.0,4.0,2.0,4.0,34.0,10.0,2.0,4.0,4.0,6.0,34.0
respiratory_support,inspiratory_time_set,nan,14249.0,4304.0,18221.0,22730.0,6874.0,9184.0,4215.0,5774.0,31089.0,20757.0,137397,326535.0,46693.0,266989.0,450171.0,851407.0,233471.0,46907.0,59353.0,785848.0,705515.0,3772889,326535.0,46693.0,266989.0,450171.0,851407.0,233471.0,46907.0,59353.0,785848.0,705515.0,3772889,16.0,19.27,12.28,15.55,17.81,13.62,34.1,17.99,13.38,18.71,15.921596,383.99,462.59,294.7,373.25,427.5,326.79,818.43,431.72,321.02,449.04,382.099931,22.92,10.85,14.65,19.81,123.86,25.42,11.13,10.28,25.28,33.99,27.461337,9.0,4.0,5.0,5.0,51.0,10.0,4.0,4.0,8.0,7.0,8.927364,22.0,9.0,14.0,18.0,130.0,25.0,8.0,9.0,25.0,26.0,130.0,3.63,1.6,3.71,2.71,19.71,4.68,1.03,1.29,3.67,4.16,4.210513,4.0,0.0,3.0,2.0,13.0,5.0,0.0,1.0,4.0,4.0,3.679549,5.0,3.0,5.0,3.0,17.0,5.0,1.0,2.0,4.0,6.0,17.0,5.98,2.59,5.5,4.41,31.5,7.19,1.72,2.39,6.16,6.49,6.744296,5.0,1.0,4.0,3.0,22.0,6.0,1.0,1.0,6.0,5.0,5.264038,8.0,4.0,7.0,6.0,32.0,10.0,2.0,3.0,8.0,9.0,32.0,7.78,3.44,6.82,5.75,40.75,9.09,2.27,3.25,8.16,8.38,8.735192,6.0,1.0,4.0,4.0,29.0,7.0,1.0,2.0,6.0,5.0,5.992256,11.0,4.0,9.0,9.0,45.0,12.0,3.0,3.0,13.0,13.0,45.0
respiratory_support,peep_set,nan,16383.0,25157.0,20512.0,30394.0,18701.0,9687.0,11612.0,12289.0,36500.0,40547.0,221782,517952.0,828562.0,542416.0,778062.0,2349635.0,735311.0,2532157.0,1926441.0,2063798.0,7644687.0,19919021,517952.0,828562.0,542416.0,778062.0,2349635.0,735311.0,2532157.0,1926441.0,2063798.0,7644687.0,19919021,15.05,16.44,11.78,13.57,13.77,13.31,23.04,14.75,12.41,15.29,14.529591,361.13,394.56,282.64,325.59,330.51,319.5,552.87,353.96,297.92,366.95,348.694842,31.62,32.94,26.44,25.6,125.64,75.91,218.06,156.76,56.54,188.54,89.813588,11.0,11.0,8.0,7.0,57.0,24.0,71.0,46.0,16.0,43.0,26.375026,29.0,31.0,27.0,23.0,130.0,75.0,237.0,132.0,51.0,160.0,237.0,4.67,4.5,5.03,3.93,20.48,12.1,23.04,21.08,8.6,26.35,12.721745,5.0,4.0,5.0,4.0,14.0,9.0,29.0,17.0,8.0,24.0,11.572017,3.0,4.0,5.0,4.0,18.0,12.0,20.0,21.0,8.0,29.0,29.0,7.57,7.26,7.82,6.23,31.62,19.29,39.44,36.05,14.25,40.8,20.335482,7.0,7.0,7.0,5.0,23.0,15.0,49.0,26.0,12.0,30.0,16.704124,9.0,8.0,10.0,8.0,31.0,22.0,49.0,40.0,17.0,56.0,56.0,9.85,9.47,10.02,8.01,40.65,24.87,53.11,47.37,18.66,52.27,26.372888,8.0,8.0,7.0,6.0,30.0,18.0,55.0,30.0,13.0,32.0,18.815765,13.0,12.0,15.0,11.0,42.0,30.0,76.25,57.0,25.0,81.0,81.0
respiratory_support,tidal_volume_obs,nan,15757.0,26769.0,20199.0,33835.0,18767.0,9614.0,11551.0,12699.0,36248.0,40291.0,225730,447920.0,833181.0,562760.0,826977.0,2358584.0,537093.0,2520314.0,789048.0,1652562.0,7470473.0,17998912,447920.0,833181.0,562760.0,826977.0,2358584.0,537093.0,2520314.0,789048.0,1652562.0,7470473.0,17998912,15.37,16.11,11.82,13.1,13.75,13.39,23.09,14.65,12.47,15.34,14.464322,368.93,386.75,283.7,314.39,329.89,321.45,554.07,351.64,299.27,368.23,347.163786,28.43,31.12,27.86,24.44,125.68,55.87,218.19,62.13,45.59,185.41,79.73538,10.0,10.0,8.0,7.0,57.0,18.0,71.0,16.0,13.0,41.0,23.093643,28.0,29.0,28.0,21.0,130.0,54.0,237.0,49.0,43.0,154.0,237.0,4.11,4.1,5.01,3.66,20.4,8.54,22.98,8.43,6.98,25.95,11.232688,4.0,4.0,5.0,4.0,14.0,7.0,28.0,5.0,7.0,24.0,10.38461,4.0,4.0,5.0,3.0,17.0,7.0,20.0,4.0,7.0,28.0,28.0,6.8,6.69,7.85,5.87,31.56,13.78,39.39,14.43,11.54,40.0,17.881343,7.0,7.0,7.0,5.0,23.0,11.0,49.0,9.0,10.0,28.0,14.692611,9.0,8.0,10.0,7.0,31.0,13.0,49.0,9.0,15.0,56.0,56.0,8.9,8.79,10.2,7.6,40.63,17.85,53.07,18.97,15.12,51.16,23.196273,8.0,8.0,7.0,5.0,30.0,13.0,56.0,11.0,11.0,30.0,16.536442,12.0,11.0,15.0,10.0,41.0,19.0,76.0,15.0,22.0,80.0,80.0
respiratory_support,resp_rate_obs,nan,15682.0,25871.0,19970.0,35528.0,19036.0,8985.0,11584.0,12741.0,38765.0,60143.0,248305,446238.0,728356.0,494011.0,1729010.0,2403320.0,493942.0,2531586.0,752574.0,2025557.0,11835801.0,23440395,446238.0,728356.0,494011.0,1729010.0,2403320.0,493942.0,2531586.0,752574.0,2025557.0,11835801.0,23440395,15.41,16.44,11.9,13.03,13.7,13.61,23.06,14.64,12.27,12.93,13.924736,369.78,394.53,285.5,312.78,328.74,326.63,553.53,351.32,294.56,310.31,334.194543,28.46,28.15,24.74,48.67,126.25,54.97,218.54,59.07,52.25,196.79,94.400736,10.0,10.0,8.0,10.0,58.0,18.0,71.0,15.0,16.0,81.0,35.044763,28.0,27.0,25.0,34.0,130.0,54.0,237.0,44.0,50.0,149.0,237.0,4.15,3.89,4.64,7.21,20.38,8.77,23.06,8.03,7.08,24.8,12.552015,4.0,4.0,5.0,5.0,14.0,7.0,29.0,5.0,7.0,23.0,11.386746,4.0,3.0,5.0,7.0,17.0,9.0,20.0,4.0,8.0,18.0,20.0,6.85,6.32,7.24,11.83,31.58,14.04,39.48,13.8,11.91,40.95,20.623108,7.0,6.0,6.0,7.0,23.0,11.0,49.0,9.0,10.0,37.0,17.983548,9.0,8.0,10.0,11.0,31.0,17.0,49.0,9.0,17.0,33.0,49.0,8.96,8.26,9.3,15.41,40.68,18.15,53.17,18.15,15.83,54.15,27.153858,8.0,7.0,7.0,7.0,30.0,13.0,56.0,10.0,11.0,47.0,21.796476,12.0,11.0,15.0,16.0,41.0,24.0,76.0,14.0,23.0,47.0,76.0
respiratory_support,plateau_pressure_obs,nan,11281.0,19730.0,16211.0,27448.0,11215.0,7152.0,8309.0,10774.0,21318.0,28909.0,162347,139858.0,365119.0,188234.0,456507.0,1258503.0,69814.0,99352.0,403836.0,293550.0,1026840.0,4301613,139858.0,365119.0,188234.0,456507.0,1258503.0,69814.0,99352.0,403836.0,293550.0,1026840.0,4301613,17.52,18.48,12.91,14.33,16.16,14.87,26.71,15.77,14.83,18.11,16.532362,420.48,443.41,309.85,344.0,387.95,356.84,640.93,378.49,355.85,434.68,396.776636,12.4,18.51,11.61,16.63,112.22,9.76,11.96,37.48,13.77,35.52,26.496881,5.0,7.0,4.0,5.0,43.0,4.0,5.0,9.0,5.0,8.0,8.523872,10.0,19.0,12.0,15.0,118.0,10.0,12.0,25.0,13.0,25.0,118.0,1.97,2.93,3.04,2.59,20.22,2.34,2.98,5.01,2.28,5.39,4.478496,1.0,3.0,3.0,2.0,14.0,2.0,2.0,3.0,2.0,3.0,3.225295,2.0,3.0,4.0,3.0,17.0,2.0,3.0,4.0,3.0,4.0,17.0,3.29,4.79,4.59,4.16,31.55,3.55,4.55,8.55,3.86,8.63,7.152162,2.0,4.0,3.0,3.0,23.0,2.0,3.0,4.0,2.0,4.0,4.502719,4.0,7.0,6.0,6.0,34.0,4.0,6.0,6.0,5.0,7.0,34.0,4.3,6.23,5.7,5.39,40.24,4.43,5.67,11.18,5.11,11.14,9.198169,3.0,5.0,4.0,4.0,28.0,3.0,4.0,5.0,3.0,5.0,5.779041,5.0,8.0,8.0,8.0,47.0,5.0,8.0,9.0,6.0,10.0,47.0
respiratory_support,peak_inspiratory_pressure_obs,nan,16232.0,24568.0,20037.0,33646.0,12894.0,9579.0,10001.0,12732.0,35917.0,37716.0,213322,485832.0,772433.0,492689.0,800101.0,1445620.0,481630.0,318122.0,1846556.0,1388798.0,7298590.0,15330371,485832.0,772433.0,492689.0,800101.0,1445620.0,481630.0,318122.0,1846556.0,1388798.0,7298590.0,15330371,15.13,16.67,11.86,13.14,15.49,13.42,24.86,14.62,12.52,15.67,14.71307,363.18,400.03,284.62,315.43,371.67,321.98,596.69,350.96,300.56,376.15,353.144679,29.93,31.44,24.59,23.78,112.12,50.28,31.81,145.03,38.67,193.51,71.864825,10.0,10.0,7.0,7.0,40.0,15.0,9.0,40.0,11.0,44.0,19.206205,29.0,29.0,25.0,21.0,116.0,47.0,25.0,123.0,35.0,165.0,165.0,4.27,4.11,4.62,3.56,19.72,7.68,4.73,19.14,5.59,27.05,10.418341,5.0,4.0,5.0,4.0,14.0,6.0,4.0,15.0,5.0,25.0,9.402031,4.0,4.0,4.0,3.0,17.0,6.0,5.0,20.0,6.0,28.0,28.0,7.02,6.73,7.21,5.7,30.46,12.33,7.54,32.96,9.39,41.68,16.551121,7.0,7.0,6.0,5.0,22.0,10.0,5.0,23.0,8.0,31.0,12.904825,8.0,8.0,10.0,7.0,33.0,12.0,9.0,40.0,10.0,55.0,55.0,9.19,8.83,9.26,7.37,38.76,15.96,9.69,43.48,12.37,53.3,21.363603,8.0,8.0,7.0,5.0,27.0,11.0,6.0,26.0,9.0,33.0,14.285048,12.0,11.0,15.0,10.0,46.0,17.0,12.0,56.0,16.0,80.0,80.0
respiratory_support,peep_obs,nan,1375.0,4.0,15114.0,25559.0,11532.0,2001.0,,12094.0,7714.0,17963.0,93356,4952.0,32.0,166465.0,494100.0,1307548.0,6711.0,,729847.0,87946.0,582956.0,3380557,4952.0,32.0,166465.0,494100.0,1307548.0,6711.0,,729847.0,87946.0,582956.0,3380557,30.08,26.47,13.33,14.84,16.06,19.02,,14.88,11.63,21.07,15.999475,721.82,635.31,319.91,356.26,385.33,456.49,,357.09,279.01,505.7,383.989177,3.6,8.0,11.01,19.33,113.38,3.35,,60.35,11.4,32.45,36.209306,2.0,9.5,4.0,6.0,41.0,2.0,,14.0,5.0,7.0,11.001318,3.0,5.0,11.0,17.0,118.0,3.0,,45.0,12.0,20.0,118.0,0.53,2.75,2.85,2.74,20.22,0.85,,8.26,2.25,4.66,5.888049,0.0,0.5,2.0,3.0,14.0,0.0,,5.0,2.0,2.0,4.072357,1.0,3.25,3.0,3.0,17.0,1.0,,4.0,3.0,5.0,17.0,0.87,3.75,4.3,4.41,31.25,1.29,,14.19,3.75,7.52,9.399461,0.0,1.5,3.0,4.0,22.0,1.0,,9.0,3.0,3.0,6.31096,1.0,5.25,6.0,5.0,34.0,2.0,,8.0,5.0,6.0,34.0,1.14,4.5,5.36,5.72,39.71,1.57,,18.63,4.9,9.78,12.089842,0.0,2.5,3.0,4.0,27.0,1.0,,11.0,3.0,3.0,7.187733,2.0,3.5,7.0,7.0,47.0,2.0,,14.0,7.0,8.0,47.0
respiratory_support,minute_vent_obs,nan,16218.0,24828.0,20152.0,30548.0,13576.0,9574.0,11559.0,12084.0,35956.0,39978.0,214473,488908.0,772827.0,507315.0,747462.0,1547779.0,321961.0,2525164.0,728378.0,1007605.0,6735654.0,15383053,488908.0,772827.0,507315.0,747462.0,1547779.0,321961.0,2525164.0,728378.0,1007605.0,6735654.0,15383053,15.11,16.56,11.83,13.54,15.17,13.43,23.07,14.89,12.52,15.42,14.715033,362.66,397.47,283.87,324.91,364.0,322.28,553.8,357.37,300.48,370.01,353.141088,30.15,31.13,25.17,24.47,114.01,33.63,218.46,60.28,28.02,168.48,71.724461,10.0,10.0,8.0,6.0,42.0,12.0,71.0,14.0,9.0,36.0,19.548946,29.0,29.0,26.0,21.0,119.0,34.0,237.0,45.0,27.0,138.0,237.0,4.28,4.1,4.7,3.68,19.41,5.41,23.07,8.26,4.25,23.02,9.946384,5.0,4.0,5.0,4.0,14.0,6.0,29.0,5.0,5.0,20.0,9.445632,4.0,4.0,5.0,3.0,16.0,4.0,20.0,4.0,4.0,27.0,27.0,7.05,6.69,7.34,5.87,30.29,8.61,39.5,14.19,7.02,35.59,15.874252,7.0,7.0,6.0,5.0,22.0,8.0,49.0,9.0,7.0,24.0,13.160393,8.0,8.0,10.0,7.0,33.0,10.0,49.0,8.0,8.0,50.0,50.0,9.23,8.76,9.42,7.56,38.77,11.1,53.2,18.63,9.2,45.61,20.584542,8.0,8.0,7.0,5.0,27.0,9.0,56.0,11.0,7.0,26.0,14.669623,12.0,11.0,14.0,10.0,46.0,16.0,76.0,14.0,13.0,70.0,76.0
respiratory_support,mean_airway_pressure_obs,nan,16019.0,24427.0,20013.0,30602.0,12450.0,9097.0,11176.0,12089.0,32252.0,37328.0,205453,470638.0,745164.0,499700.0,745461.0,1379213.0,514974.0,2507693.0,728934.0,893164.0,7059231.0,15544172,470638.0,745164.0,499700.0,745461.0,1379213.0,514974.0,2507693.0,728934.0,893164.0,7059231.0,15544172,15.24,16.71,11.87,13.53,15.61,13.56,23.37,14.88,13.0,15.74,14.940108,365.68,401.11,284.79,324.61,374.68,325.33,560.89,357.23,312.12,377.65,358.542956,29.38,30.51,24.97,24.36,110.78,56.61,224.38,60.3,27.69,189.11,75.657601,10.0,10.0,7.0,6.0,39.0,18.0,77.0,14.0,9.0,41.0,20.578784,28.0,29.0,26.0,21.0,114.0,55.0,245.0,45.0,27.0,158.0,245.0,4.15,3.96,4.62,3.65,19.79,8.55,23.72,8.23,4.24,26.45,10.61164,4.0,4.0,5.0,4.0,14.0,6.0,29.0,5.0,5.0,24.0,10.001412,4.0,3.0,4.0,3.0,17.0,7.0,18.0,4.0,4.0,28.0,28.0,6.86,6.49,7.24,5.83,30.53,13.87,40.63,14.15,7.01,40.69,16.880271,7.0,7.0,6.0,5.0,21.5,11.0,51.0,9.0,7.0,29.0,14.168715,9.0,8.0,10.0,7.0,34.0,13.0,47.0,8.0,9.0,55.25,55.25,8.99,8.53,9.32,7.52,38.77,17.99,54.73,18.59,9.17,51.99,21.845353,8.0,8.0,7.0,5.0,26.0,13.0,60.0,11.0,7.0,31.0,15.794858,12.0,12.0,15.0,10.0,46.0,19.0,76.0,14.0,13.0,80.0,80.0
labs,neutrophils_absolute,k/cu mm,,35574.0,,,,,,,,,35574,,524411.0,,,,,,,,,524411,,524411.0,,,,,,,,,524411,,15.59,,,,,,,,,15.59,,374.15,,,,,,,,,374.15,,14.74,,,,,,,,,14.74,,7.0,,,,,,,,,7.0,,14.0,,,,,,,,,14.0,,1.62,,,,,,,,,1.62,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,2.72,,,,,,,,,2.72,,2.0,,,,,,,,,2.0,,3.0,,,,,,,,,3.0,,3.67,,,,,,,,,3.67,,3.0,,,,,,,,,3.0,,4.0,,,,,,,,,4.0
labs,ptt,seconds,,30160.0,,,,,,,,,30160,,339134.0,,,,,,,,,339134,,339134.0,,,,,,,,,339134,,16.49,,,,,,,,,16.49,,395.65,,,,,,,,,395.65,,11.24,,,,,,,,,11.24,,3.0,,,,,,,,,3.0,,11.0,,,,,,,,,11.0,,1.61,,,,,,,,,1.61,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,2.47,,,,,,,,,2.47,,1.0,,,,,,,,,1.0,,3.0,,,,,,,,,3.0,,3.16,,,,,,,,,3.16,,2.0,,,,,,,,,2.0,,4.0,,,,,,,,,4.0
labs,esr,mm/hr,,2269.0,385.0,,,,,,1805.0,310.0,4769,,3057.0,487.0,,,,,,5074.0,365.0,8983,,3057.0,487.0,,,,,,5074.0,365.0,8983,,28.1,18.96,,,,,,20.36,12.44,23.414699,,674.39,454.97,,,,,,488.66,298.52,561.947339,,1.35,1.26,,,,,,2.81,1.18,1.884273,,1.0,1.0,,,,,,1.0,1.0,1.0,,0.0,0.0,,,,,,1.0,0.0,1.0,,0.41,0.25,,,,,,0.55,0.39,0.448771,,0.0,0.0,,,,,,0.0,0.0,0.0,,1.0,0.0,,,,,,1.0,1.0,1.0,,0.51,0.38,,,,,,0.84,0.54,0.626356,,0.0,0.0,,,,,,1.0,1.0,0.443489,,1.0,1.0,,,,,,1.0,1.0,1.0,,0.58,0.49,,,,,,1.07,0.6,0.759493,,1.0,0.0,,,,,,1.0,1.0,0.91927,,1.0,1.0,,,,,,1.0,1.0,1.0
labs,platelet_count,k/cu mm,,43263.0,,,,,,,,,43263,,816797.0,,,,,,,,,816797,,816797.0,,,,,,,,,816797,,13.98,,,,,,,,,13.98,,335.59,,,,,,,,,335.59,,18.88,,,,,,,,,18.88,,11.0,,,,,,,,,11.0,,16.0,,,,,,,,,16.0,,2.36,,,,,,,,,2.36,,2.0,,,,,,,,,2.0,,2.0,,,,,,,,,2.0,,3.91,,,,,,,,,3.91,,3.0,,,,,,,,,3.0,,3.0,,,,,,,,,3.0,,5.22,,,,,,,,,5.22,,4.0,,,,,,,,,4.0,,3.0,,,,,,,,,3.0
labs,lymphocytes_absolute,10^3/ul,,1.0,,,,,15306.0,9381.0,,,24688,,1.0,,,,,261245.0,45575.0,,,306821,,1.0,,,,,261245.0,45575.0,,,306821,,6.34,,,,,20.84,16.09,,,19.034497,,152.17,,,,,500.17,386.24,,,456.864535,,1.0,,,,,17.07,4.86,,,12.429767,,1.0,,,,,11.0,2.0,,,7.579755,,0.0,,,,,14.0,4.0,,,14.0,,0.0,,,,,2.28,0.87,,,1.744133,,0.0,,,,,2.0,1.0,,,1.619937,,0.0,,,,,2.0,1.0,,,2.0,,0.0,,,,,3.67,1.28,,,2.761694,,0.0,,,,,3.0,1.0,,,2.239914,,0.0,,,,,3.0,2.0,,,3.0,,0.0,,,,,4.8,1.61,,,3.587662,,0.0,,,,,4.0,1.0,,,2.859891,,0.0,,,,,3.0,1.0,,,3.0
