value,emory_probability,mimic_iv_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability,umn_probability
0.0,0.0006927478264464562,0.0004344274496349853,0.0008297624847594065,0.00034012381003216283,0.00048218804345187327,0.0007450130734382917,0.0002784136182955186
0.13,,,,,,,0.0002784529034116884
0.15,,,,,,,0.00027849218852785823
0.54,,,,,,,0.00027853147364402807
0.8,,,,,,,0.00027857075876019786
1.0,0.000699027693428407,0.000436389300945784,0.0008318883288049059,0.0003413651378060028,0.00048465931168783404,0.0007489223246813585,0.00027939574619976413
2.0,0.000704915068723986,0.000437860689428883,0.0008345456338617802,0.00034214096766465283,0.0004865491050447452,0.000752230152656261,0.0002799457378261416
3.0,0.0007076625105285895,0.00043884161508428237,0.0008361400168959048,0.0003426064655798428,0.0004894564794399932,0.0007544854899118764,0.00028029930387167
4.0,0.0007085783244634574,0.0004404356192743063,0.0008370510929154045,0.00034291679752330284,0.00049047406047833,0.0007561394038993278,0.00028069215503336817
4.77,,0.0004405582349812312,,,,,
5.0,0.0007100174606468211,0.0004415391606366306,0.0008380380919365293,0.0003430719634950328,0.0004925092225550035,0.0007577933178867791,0.0002810850061950664
6.0,0.0007130265635756725,0.0004431331648266545,0.0008411509350031535,0.00034338229543849283,0.0004941082784723899,0.0007604997225935176,0.00028163499782144386
7.0,0.000715774005380276,0.0004441140904820538,0.0008434286250519028,0.00034431329126887285,0.0004974517590269251,0.0007645593296536253,0.00028273498107419886
8.0,0.0007193064305576234,0.0004446045533097535,0.0008455544690974023,0.0003452442870992528,0.0005009406083012226,0.0007705735623352664,0.0002835206833975953
9.0,0.0007228388557349708,0.0004460759417928525,0.0008483636201575266,0.00034633044890136286,0.0005035572452569458,0.0007750842368464973,0.0002845420964180106
10.0,0.0007267637725986901,0.0004481604088105761,0.0008513246172209008,0.00034757177667520285,0.0005055924073336193,0.0007841055858689589,0.00028607421594863363
10.3,,,,,,,0.0002861135010648034
11.0,0.0007346136063261287,0.00044877348734520073,0.0008551966903037748,0.00034819244056212285,0.0005084997817288672,0.0007958333395981591,0.0002874099098984075
12.0,0.0007386693537519719,0.0004501222601213748,0.0008594483783947736,0.0003485027725055829,0.0005111164186845904,0.0008018475722798001,0.0002888241740805211
12.7,,,,,,,0.00028886345919669086
13.0,0.0007410243038702035,0.00045098057006984926,0.000861801991445148,0.00034896827042077286,0.0005119886310031649,0.0008035014862672515,0.00028960987640391745
14.0,0.000744033406799055,0.00045208411143217355,0.0008646870655068973,0.0003511405940249929,0.0005141691617996008,0.000806508602608072,0.00029074914477284224
15.0,0.0007463883569172866,0.00045306503708757287,0.0008683313695848963,0.0003531577516574829,0.0005153321115577,0.0008086135840466464,0.00029601335033959823
16.0,0.0007521449016507415,0.00045551735122607124,0.0008754681317376445,0.00035827822872457293,0.0005172219049146111,0.0008123724794726721,0.0003017096921842222
17.0,0.0007562006490765849,0.0004599315166753683,0.0008800994348367682,0.00035998505441360297,0.0005208561229086711,0.0008167327981668618,0.0003062667656599214
18.0,0.0007623496854964118,0.00046422306641774044,0.0008867806589797665,0.000365571029395883,0.0005255079219410678,0.0008231980982996261,0.00031286666517645127
19.0,0.0007673212468571228,0.0004686372318670375,0.0008915638080821402,0.000366346859254533,0.000527397715297979,0.0008290619751642261,0.0003180523005108676
20.0,0.0007796193196967766,0.0004741549386786588,0.000903483719337262,0.000369760510632593,0.0005313226707315637,0.0008358279869310724,0.0003266950260682281
21.0,0.0007866841700514713,0.00048102141826645423,0.000910848250494885,0.0003723983321520031,0.0005356837323244357,0.0008416918637956725,0.0003312128144277575
22.0,0.0007972814455835135,0.0004885009763888743,0.0009193516266768829,0.0003767429793604431,0.0005419345872742187,0.0008484578755625187,0.000337891284176627
23.0,0.0008073553988670597,0.0004981876172359428,0.0009286901558767554,0.0003792256349081231,0.0005477493360647146,0.0008565770896827342,0.00034492331997102485
24.0,0.0008210926078900772,0.0005100813408076599,0.0009386360690896278,0.00038372544808829316,0.0005545816658935474,0.0008677034201437702,0.0003527410580888192
25.0,0.0008340448335403509,0.0005236916842763258,0.0009516189023674994,0.0003936560702790132,0.0005609778895630928,0.0008780779715196011,0.00036169806457553825
26.0,0.000850267823243724,0.000541225730366589,0.0009656646576681207,0.00040141436886551333,0.0005717351748255103,0.0008875503879931858,0.00037348359942648444
27.0,0.0008685841019410807,0.0005630513261992245,0.0009825195640288662,0.0004113449910562334,0.0005840915160053141,0.0008979249393690167,0.00038534770450977026
28.0,0.0008866387195141895,0.0005854900005664846,0.0010052964645163602,0.0004232927708794435,0.0006006635500582275,0.0009116073187197503,0.0004001581933057926
29.0,0.0009114965263177451,0.0006100131419514682,0.001036197126177727,0.00043958519791109364,0.0006192707461878143,0.0009251393422534428,0.00041681508256179655
30.0,0.0009489140670852023,0.0006512120194782407,0.0010889636123070881,0.00046565308116173386,0.000650961127096017,0.0009497976962481713,0.000436418355530537
31.0,0.0009869857606632794,0.0006881193472626411,0.0011370987953373255,0.000491410632468914,0.0006819246644054077,0.0009743056944258588,0.00046195368104092046
32.0,0.0010381405104537545,0.0007371656300326085,0.0011988241956584344,0.0005281849677689244,0.0007227732746586415,0.0010063314834555977,0.0004944031869971923
33.0,0.0010892952602442293,0.0007944271651665453,0.0012703436631891654,0.0005714762738815947,0.0007765597009707287,0.0010472282656907572,0.0005348668566521075
34.0,0.001157981305359317,0.0008575742542328781,0.0013584902680757673,0.0006293531813368852,0.000838050669430223,0.0010939889247905167,0.0005838946816320436
35.0,0.0012443294763611415,0.0009445087904426452,0.0014575697851963662,0.0007030570179086358,0.000925417270007424,0.0011565369446795842,0.0006474579995948133
36.0,0.001353965487421034,0.0010493452198634503,0.0015887647320043316,0.0008011219120419966,0.0010331354913513608,0.0012344212579068366,0.0007337281147037394
37.0,0.001487935983035986,0.0011761298608238156,0.0017288426700024196,0.0009106690880833775,0.0011667293448130041,0.0013166658898282786,0.0008594404864471653
38.0,0.0016438860130877661,0.0013273150274622399,0.0019121967189267464,0.0010507839605555687,0.0013221285062390074,0.0014289816851579262,0.0010245165445927514
39.0,0.001818021491274779,0.0015379688119592494,0.002145128487912185,0.00122022520168473,0.0015286974570213746,0.0015773828765774205,0.0012369311677229715
40.0,0.0020563947754646643,0.0018225598677319846,0.0024811636931043467,0.001456698142601252,0.0018118757231185255,0.001776604334156782,0.0015521942249857818
41.0,0.002333232244918999,0.0021329002219589526,0.002854932630104123,0.001713652991786134,0.002099705788248073,0.001973269742846446,0.001899003230532958
42.0,0.002672737553630718,0.0025300524966887627,0.0033306661582862477,0.002064172921924207,0.0024788274093884063,0.002217748301355157,0.0023811101761689966
43.0,0.003086423791066732,0.0030391529118410235,0.0038918889862981,0.002503913285807031,0.0029711912632236475,0.002533796228775397,0.0029538478848088108
44.0,0.0036042511559534317,0.003702994349132531,0.004608602121637911,0.0030552179833637253,0.0036252051334346746,0.002938554088249843,0.0036759476051262834
45.0,0.004247675860479148,0.0044489883100637334,0.00546675980900506,0.003735465603428051,0.004309455697356281,0.0033720299087791256,0.004553223534314547
46.0,0.005020491990945479,0.0054803090210092205,0.0065290744477417804,0.004574448012572167,0.00531947756226542,0.004004877542704811,0.005688681246970872
47.0,0.006032073897288066,0.006565212795880897,0.007797064497880571,0.005635162595318457,0.006381977535008785,0.00464569403493367,0.006929658781659335
48.0,0.007244742377615205,0.007853781259954862,0.009364039328418533,0.006937470596048357,0.00765482604524834,0.005456863667870015,0.008574840876619081
49.0,0.008617416635419968,0.009338044392280998,0.011081949086186956,0.00850247458691715,0.009062140621268113,0.006417336627128099,0.010617863343030602
50.0,0.010608919452071139,0.011356298928265151,0.0134731440223657,0.010726468459723259,0.010920534334710606,0.007731145756432598,0.0129923343345669
51.0,0.012878175552111513,0.013499989332433498,0.016168486503054115,0.013024321335072848,0.012934327209579101,0.009102240452029729,0.01575085662177936
52.0,0.01549060021660308,0.01616087278841115,0.019314735690393287,0.01582320513313861,0.01548787414092538,0.010832384838720833,0.019029553132196418
53.0,0.018474714508088862,0.01926979403749245,0.02281486198830649,0.019021175810493937,0.01853000533939308,0.012863090503676951,0.022820134706306238
