value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability,umn_probability,upenn_probability
32.5495,,,,,,,0.004707260642565819,
32.944,,,0.0052701464213819665,,,,,
33.0545,,,,,,0.0075142265237011265,,
33.055,0.005477905642233046,,,,,,,
33.1095,,,,,,,,0.0049767954490200226
33.1995,,,,0.003596710228440195,,,,
33.399499999999996,,0.005419966003169366,,,,,,
33.444,,,,,0.009380435783261542,,,
33.5,,,,,,,0.004939324835232705,
34.15,,,,,,,0.004323541469103792,
34.2945,,,0.004674541955585832,,,,,
34.4445,0.006028186385507548,,,,,,,
34.445,,,,,,0.007021892364623433,,
34.61,,,,,,,,0.005379035088156078
34.65,,,,,,,0.004678739426389089,
34.7,,,,0.004202223123319156,,,,
34.9055,,,0.006076269141652366,,,,,
34.9445,0.005761834881109819,,,,,,,
34.945,,,,,,0.008658761968223697,,
35.0,,0.004915521130357067,,,,,,
35.05,,,,,,,0.004321708780514122,
35.0555,,,,,0.01036644749911574,,,
35.138999999999996,,,,0.0037152671075576372,,,,
35.1945,0.0050921720244984795,,,,,,,
35.195,,,,,,,,0.0046922184815042295
35.195,,,,,,0.00626830042381294,,
35.2055,,,0.003797354693495287,,,,,
35.3,,0.005383248758498165,,,,,,
35.3,,,,,,,0.004235343330725952,
35.3055,,,,,0.008866231884760184,,,
35.388999999999996,,,,0.004412061525928862,,,,
35.388999999999996,0.008371396045644493,,,,,,,
35.39,,,,,,0.010302233754033815,,
35.4,,,0.005696199250929566,,,,,
35.444500000000005,,,,,0.008035268694249153,,,
35.5,,,,,,,,0.005835072655346659
35.5,,0.009487652574755059,,,,,,
35.5,,,,,,,0.006707067523005683,
35.528,,,,,0.011434828744058491,,,
35.555,,,,,,0.010629513357865156,,
35.555499999999995,,,,0.0033759616835804178,,,,
35.555499999999995,0.00633140230527105,,0.004850113176553249,,,,,
35.5835,,,,,0.00849980861197653,,,
35.638999999999996,,,,,0.009298671912475107,,,
35.64,,,,,,0.001771271170015152,,
35.650000000000006,,0.006329135050198315,,,,,,
35.650000000000006,,,,,,,0.004497532342085529,
35.665,,,,,,,,0.0043282976885076156
35.6665,0.0072073594068100535,,0.005627977290782227,,,,,
35.6665,,,,0.004148036083477135,,,,
35.694500000000005,,,,,0.010864298623459811,,,
35.695,,,,,,0.008911059645528838,,
35.75,,,,,,0.011145898323564461,,
35.75,,,,,,,,0.0036772020401213473
35.75,,,,0.005203774181875708,,,,
35.75,0.008663625881358593,,0.005088890037068937,,,,,
35.75,,,,,,,0.006297919795361992,
35.75,,,,,0.012165252656417313,,,
35.75,,0.00837028006078373,,,,,,
35.8335,,,0.008422569496523606,,,,,
35.8335,,,,0.007157416987455155,,,,
35.835,,,,,,,,0.007344770246043796
35.849999999999994,,0.009416304292496246,,,,,,
35.915,,,,,,,,0.0031639026943777594
35.917,,,,,0.09219148977406523,,,
35.945,,,,,,0.08735630232524141,,
35.95,,,,,,,0.03231339249786635,
35.97,,,,,,,,0.008743516375461478
35.9725,0.04887830861179598,,,,,,,
36.05,,0.04393635566325947,,,,,,
36.0555,,,,0.04051481324564003,,,,
36.0555,,,0.051469623085374935,,,,,
36.138999999999996,,,,,0.10204797298279446,,,
36.14,,,,,,,,0.06002798791202772
36.195,,,,,,0.07146296340834828,,
36.2,,,,,,,0.04215229573454331,
36.25,0.051079675720095086,,,,,,,
36.25,,0.027332233484958866,,,,,,
36.3055,,,0.059312640342019426,,,,,
36.3055,,,,0.05161370095663764,,,,
36.3055,,,,,0.09226719706183044,,,
36.335,,,,,,,,0.052508834442451045
36.335,,,,,,0.05012989793497888,,
36.349999999999994,,0.04913017681856758,,,,,,
36.349999999999994,,,,,,,0.0404842054888336,
36.415,,,,,,,,0.03081549648776384
36.4165,0.1009428257331197,,,,,,,
36.4165,,,0.021644252910176593,,,,,
36.444500000000005,,,,0.04814863977801497,,,,
36.444500000000005,,,,,0.06512643722715093,,,
36.445,,,,,,0.059827560432367484,,
36.45,,,,,,,0.032508230203555574,
