value,emory_probability,mimic_iv_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability
0.0,0.000010420302918205832,,,,,
0.0003,0.000020840605836411664,,,,,
0.00031,0.00002605075729551458,,,,,
0.00032,0.0000312609087546175,,,,,
0.00033,0.000036471060213720413,,,,,
0.00035,0.00004168121167282333,,,,,
0.00035999999999999997,0.000062521817509235,,,,,
0.00037,0.0000677319689683379,,,,,
0.00038,0.00007294212042744083,,,,,
0.0004,0.00008336242334564666,,,,,
0.00042,0.00008857257480474958,,,,,
0.00044,0.00009378272626385249,,,,,
0.00045000000000000004,0.00010941318064116124,,,,,
0.00046,0.00011462333210026415,,,,,
0.00047,0.00011983348355936707,,,,,
0.00049,0.00012504363501847,,,,,
0.0005,0.00014067408939577873,,,,,
0.00055,0.00015109439231398458,,,,,
0.0005600000000000001,0.00015630454377308747,,,,,
0.00057,0.0001615146952321904,,,,,
0.00059,0.00017193499815039624,,,,,
0.00061,0.00017714514960949916,,,,,
0.00063,0.00018235530106860205,,,,,
0.00064,0.00018756545252770498,,,,,
0.0006500000000000001,0.0001927756039868079,,,,,
0.00067,0.00019798575544591082,,,,,
0.00068,0.00020840605836411664,,,,,
0.00071,0.00021361620982321956,,,,,
0.0007199999999999999,0.00021882636128232248,,,,,
0.00073,0.0002240365127414254,,,,,
0.00074,0.00023445681565963122,,,,,
0.00075,0.00023966696711873414,,,,,
0.00076,0.00024487711857783706,,,,,
0.0007800000000000001,0.0002552974214960429,,,,,
0.0008,0.00026050757295514583,,,,,
0.00082,0.00027613802733245454,,,,,
0.00092,0.0002865583302506604,,,,,
0.00093,0.0002917684817097633,,,,,
0.00094,0.00029697863316886623,,,,,
0.00095,0.00031260908754617494,,,,,
0.001,0.00031781923900527786,,,,,
0.00103,0.0003230293904643808,,,,,
0.0010400000000000001,0.00033865984484168955,,,,,
0.00109,0.0003490801477598954,,,,,
0.0011,0.0003542902992189983,,,,,
0.00111,0.0003647106021372041,,,,,
0.0011200000000000001,0.00036992075359630703,,,,,
0.00113,0.0003803410565145129,,,,,
0.00114,0.0003855512079736158,,,,,
0.00115,0.00039597151089182164,,,,,
0.00118,0.00040118166235092456,,,,,
0.0012,0.0004063918138100275,,,,,
0.00123,0.0004168121167282333,,,,,
0.00124,0.00043244257110554204,,,,,
0.00126,0.00043765272256464496,,,,,
0.00127,0.0004428628740237479,,,,,
0.00128,0.0004480730254828508,,,,,
0.0013000000000000002,0.00045328317694195373,,,,,
0.0013100000000000002,0.0004584933284010566,,,,,
0.00133,0.00046891363131926244,,,,,
0.00134,0.00047412378277836536,,,,,
0.00135,0.0004793339342374683,,,,,
0.0013700000000000001,0.0004845440856965712,,,,,
0.0014,0.0004897542371556741,,,,,
0.00143,0.000494964388614777,,,,,
0.0014399999999999999,0.00050017454007388,,,,,
0.00148,0.0005053846915329829,,,,,
0.0015,0.0005105948429920858,,,,,
0.00152,0.0005158049944511887,,,,,
0.0015300000000000001,0.0005210151459102917,,,,,
0.0015400000000000001,0.0005366456002876003,,,,,
0.0015500000000000002,0.0005418557517467032,,,,,
0.0015600000000000002,0.0005470659032058062,,,,,
0.00159,0.000557486206124012,,,,,
0.0016,0.0005731166605013208,,,,,
0.00161,0.0005783268119604237,,,,,
0.0016200000000000001,0.0005835369634195266,,,,,
0.00163,0.0005887471148786295,,,,,
0.00164,0.0005939572663377325,,,,,
0.00168,0.0005991674177968354,,,,,
0.0017,0.0006043775692559383,,,,,
0.00172,0.0006095877207150412,,,,,
0.00173,0.0006147978721741441,,,,,
0.00175,0.0006200080236332471,,,,,
0.00177,0.0006304283265514528,,,,,
0.0018000000000000002,0.0006356384780105557,,,,,
0.0018100000000000002,0.0006408486294696586,,,,,
0.00183,0.0006460587809287616,,,,,
0.00185,0.0006512689323878645,,,,,
0.00186,0.0006616892353060703,,,,,
0.00188,0.0006668993867651733,,,,,
0.00189,0.0006721095382242762,,,,,
0.0019,0.0006773196896833791,,,,,
0.00193,0.000682529841142482,,,,,
0.0019399999999999999,0.000687739992601585,,,,,
0.00197,0.0006929501440606879,,,,,
0.002,0.0007033704469788937,,,,,
0.0020099999999999996,0.0007085805984379966,,,,,
0.0020299999999999997,0.0007190009013562024,,,,,
0.0020499999999999997,0.0007294212042744082,,,,,
0.0021000000000000003,0.0007346313557335111,,,,,
0.00219,0.000745051658651717,,,,,
