value,emory_probability,mimic_iv_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability
0.1,,0.0003288391976323578,,,,
0.2,,0.0009865175928970734,0.0007167431192660551,0.0004018485031143259,,
0.3,,0.00147977638934561,0.0035837155963302754,0.0006027727546714888,,
0.31,,,0.003619552752293578,,,
0.32,,,0.003655389908256881,,,
0.33,,,0.0036912270642201835,,,
0.35,,,0.003762901376146789,,,
0.36,,,0.003798738532110092,,,
0.38,,,0.00390625,,,
0.39,,,0.003977924311926605,,,
0.4,,0.00295955277869122,0.004479644495412844,,,
0.42,,,0.004515481651376147,,,
0.43,,,0.004551318807339449,,,
0.45,,,0.0045871559633027525,,,
0.46,,,0.004658830275229358,,,
0.47,,,0.00469466743119266,,,
0.5,,0.003946070371588293,0.00559059633027523,0.0012055455093429777,0.00011407711613050422,
0.51,,,0.005626433486238532,,,
0.52,,,0.005662270642201835,,,
0.53,,,0.005698107798165137,,,
0.54,,,0.005733944954128441,,,
0.57,,,0.005841456422018348,,,
0.58,,,0.005877293577981652,,,
0.59,,,0.005913130733944954,,,
0.6,,0.005261427162117725,0.006450688073394496,0.0016073940124573037,,
0.63,,,0.006486525229357798,,,
0.66,,,0.006522362385321101,,,
0.67,,,0.006594036697247707,,,
0.7,,0.006576783952647156,0.007203268348623853,0.0020092425155716293,,
0.73,,,0.007239105504587156,,,
0.75,,,0.007310779816513762,,,
0.77,,,0.007382454128440367,,,
0.78,,,0.0074182912844036695,,,
0.8,,0.008385399539625124,0.007740825688073395,0.0022101667671287923,,
0.82,,,0.0077766628440366975,,,
0.87,,,0.0078125,,,
0.88,,,0.007884174311926605,,,
0.89,,,0.007920011467889908,,,
0.9,,0.010029595527786912,0.00845756880733945,0.0024110910186859553,,
0.91,,,0.008529243119266054,,,
0.93,,,0.008565080275229358,,,
0.95,,,0.008600917431192661,,,
0.97,,,0.00870842889908257,,,
0.98,,,0.008780103211009175,,,
1.0,0.002150023889154324,0.012002630713581059,0.01888618119266055,0.0030138637733574444,,
1.01,,,0.018922018348623854,,,
1.04,,,0.018957855504587156,,,
1.05,,,0.019101204128440366,,,
1.06,,,0.01913704128440367,,,
1.08,,,0.019172878440366973,,,
1.1,0.003822264691829909,0.013811246300559027,0.020785550458715597,0.003616636528028933,0.0005703855806525211,
1.11,,,0.0208213876146789,,,
1.12,,,0.020893061926605505,,,
1.13,,,0.020928899082568807,,,
1.14,,,0.021000573394495414,,,
1.15,,,0.021072247706422017,,,
1.16,,,0.021179759174311925,,,
1.17,,,0.02121559633027523,,,
1.18,,,0.021251433486238532,,,
1.19,,,0.02135894495412844,,,
1.2,0.007644529383659818,0.0147977638934561,0.02304329128440367,0.003817560779586096,0.0012548482774355464,
1.21,,,0.02315080275229358,,,
1.22,,,0.02318663990825688,,,
1.23,,,0.02332998853211009,,,
1.24,,,0.023365825688073393,,,
1.27,,,0.0234016628440367,,,
1.28,,,0.02358084862385321,,,
1.29,,,0.023616685779816515,,,
1.3,0.009077878643096034,0.016770799079250248,0.025014334862385322,0.004420333534257585,0.0019393109742185718,
1.31,,,0.025050172018348624,,,
1.32,,,0.025086009174311925,,,
1.33,,,0.02512184633027523,,,
1.34,,,0.025193520642201834,,,
1.35,,,0.02522935779816514,,,
1.36,,,0.02526519495412844,,,
1.37,,,0.02540854357798165,,,
1.38,,,0.02551605504587156,,,
1.4,0.011227902532250358,0.018908253863860573,0.026806192660550458,0.005826803295157726,0.0021674652064795803,
1.41,,,0.026842029816513763,,,
1.42,,,0.026913704128440366,,,
1.43,,,0.027021215596330275,,,
1.45,,,0.027128727064220183,,,
1.46,,,0.027164564220183485,,,
1.48,,,0.02734375,,,
1.49,,,0.0273795871559633,,,
1.5,0.013139034878165312,0.019894771456757644,0.028562213302752295,0.006228651798272052,0.0022815423226100846,
1.51,,,0.028598050458715597,,,
1.52,,,0.0286338876146789,,,
1.53,,,0.028669724770642203,,,
1.54,,,0.028705561926605505,,,
1.55,,,0.02877723623853211,,,
1.56,,,0.028956422018348624,,,
1.59,,,0.029099770642201834,,,
1.6,0.014572384137601528,0.021703387043735613,0.030389908256880736,0.006630500301386378,0.00296600501939311,
1.62,,,0.03046158256880734,,,
1.64,,,0.03049741972477064,,,
1.65,,,0.030533256880733946,,,
1.66,,,0.030569094036697247,,,
1.67,,,0.03060493119266055,,,
1.68,,,0.030640768348623854,,,
1.69,,,0.030712442660550458,,,
1.7,0.016244624940277116,0.022689904636632688,0.031715883027522936,0.007032348804500703,0.0031941592516541184,
1.71,,,0.03178755733944954,,,
1.72,,,0.03189506880733945,,,
1.73,,,0.032002580275229356,,,
1.74,,,0.03203841743119266,,,
1.75,,,0.032074254587155966,,,
1.76,,,0.03211009174311927,,,
1.77,,,0.03214592889908257,,,
1.78,,,0.03221760321100917,,,
1.79,,,0.032253440366972475,,,
1.7999999999999998,,,0.03228927752293578,,,
1.8,0.0179168657429527,0.023512002630713583,0.0338661123853211,0.007434197307615029,0.0034223134839151265,
1.81,,,0.03393778669724771,,,
1.82,,,0.03397362385321101,,,
1.83,,,0.034045298165137614,,,
1.84,,,0.03426032110091743,,,
1.85,,,0.034331995412844034,,,
1.86,,,0.034403669724770644,,,
1.87,,,0.034439506880733946,,,
1.88,,,0.03447534403669725,,,
1.89,,,0.03454701834862385,,,
1.9,0.019350215002388916,0.02515619861887537,0.03608801605504587,0.007635121559172192,0.0035363906000456307,
1.91,,,0.03612385321100917,,,
1.94,,,0.036267201834862386,,,
1.95,,,0.03633887614678899,,,
1.96,,,0.03637471330275229,,,
1.97,,,0.0364822247706422,,,
1.99,,,0.036518061926605505,,,
2.0,0.02150023889154324,0.026964814205853338,0.03820240825688073,0.007836045810729355,0.0037645448323066393,
2.01,,,0.038309919724770644,,,
2.02,,,0.038345756880733946,,,
2.03,,,0.03841743119266055,,,
2.05,,,0.03856077981651376,,,
2.06,,,0.03866829128440367,,,
2.07,,,0.03870412844036697,,,
2.08,,,0.03873996559633028,,,
2.09,,,0.03881163990825688,,,
